gene,mean_expression
Igfbp3,0.007308417
Tcf23,0.007297835
Lhfpl3,0.0072804536
Tnfsf10,0.0072682113
Slc15a3,0.007254904
Scarna2,0.0072458005
Crispld1,0.0072340043
Cplane2,0.007230445
Bcl2a1b,0.0072296034
Nipal2,0.00722526
9630028I04Rik,0.007225019
Cacna1e,0.007218826
Ncf1,0.007212275
Nalcn,0.0071980353
Vsir,0.0071881963
Il18bp,0.007181877
Dio2,0.0071788924
Prkch,0.007158039
Arhgdib,0.007152876
Gm7160,0.007152277
Pcdh11x,0.0071459385
Unc45b,0.0071282187
Gm34552,0.007125188
Gm6213,0.0071164253
Icam2,0.0070941313
Dnajc6,0.0070923967
5830454E08Rik,0.0070914375
Ddo,0.007077459
Lhx9,0.0070750755
Tmem119,0.0070597623
Itgbl1,0.007059481
Tlr3,0.0070547014
Galnt18,0.0070526996
Mmrn2,0.0070326854
Thbs2,0.00703199
Hbb-bt,0.0070138583
2810030D12Rik,0.0069938246
Dbndd2,0.006988261
Sox6,0.006973977
Nckap1l,0.0069501586
Cyp4b1,0.006949767
A830082K12Rik,0.006938431
Pcdhb9,0.006936839
Myct1,0.0069272565
Dok2,0.006903885
Thsd7b,0.0069024833
Cd14,0.006878255
Slc30a2,0.0068770265
Gm4013,0.0068625277
Gm32647,0.006801681
Apba1,0.0067924727
Car11,0.0067697824
Scarf1,0.0067694243
Celf4,0.0067676255
Adgrl4,0.0067667174
Ackr4,0.006756692
Gpr137b,0.006753817
C3ar1,0.006729541
Cd72,0.006696174
Apobr,0.0066949455
Ahnak2,0.006679672
Eln,0.006677161
Spi1,0.00667034
Adora1,0.0066661853
Svep1,0.0066635776
Gm20492,0.006646288
Mgat3,0.0066221673
Klf5,0.0066088927
Stx11,0.0066074217
Paqr9,0.006597735
Ighm,0.006585775
Mrln,0.006578923
Cldn1,0.0065784794
Chrnb1,0.0065777046
Dram1,0.00656453
Ncf2,0.0065593477
Trim9,0.0065426906
Dact3,0.0065408126
Gm26881,0.0065114507
Sox13,0.006510881
Klhl4,0.006501414
Gm43336,0.0064916965
Nkd2,0.0064750994
Grap,0.0064712213
C230037L18Rik,0.0064682015
Fbxl13,0.006457327
5830444B04Rik,0.006452067
Gm43936,0.006446098
Calml4,0.006419044
Sulf1,0.0064186724
Pld4,0.0064126183
Dennd2d,0.00640569
Tfeb,0.0064049996
Flt3l,0.006403314
Otulinl,0.006400627
Batf3,0.006393188
Larp6,0.006389562
Prelp,0.0063851043
Fam167b,0.006376142
Tnfaip3,0.0063226293
Pde4a,0.0063223895
Matk,0.006317823
A430027H14Rik,0.006315239
Astn1,0.00630887
Egfl8,0.006300122
Pcdhb20,0.0062926253
Dpep1,0.006282429
Ifi207,0.006275138
Nnmt,0.0062710396
Sla,0.0062685437
Spata48,0.0062669883
Nrcam,0.0062668296
Col23a1,0.00626084
2600014E21Rik,0.0062571736
Bmp4,0.0062545277
Teddm2,0.0062484993
Adgre1,0.006238613
Dock2,0.006221963
Zmynd15,0.006211962
Itgb2,0.0062106005
D630039A03Rik,0.00620196
Ptn,0.0062008305
Alox5ap,0.0061932337
A930006K02Rik,0.0061920746
Ppp2r2b,0.0061889244
Slc25a45,0.0061879754
Ifi44,0.006185467
Fap,0.006183946
Isg20,0.0061759427
Grrp1,0.006166163
Spic,0.006162264
Sema3a,0.0061612823
Fcgr2b,0.006130934
Plin4,0.00612749
Art3,0.00609161
Casp1,0.006091086
Slc39a8,0.0060855057
Ehhadh,0.00607156
Gm26714,0.0060596517
Atp2a3,0.0060249628
Emid1,0.0060237786
Syn2,0.0060229874
Krt19,0.005998925
Rac2,0.0059840847
Atp2b3,0.0059831175
Epcam,0.0059732264
Gm19522,0.0059561403
Notch3,0.0059471847
Car3,0.0059339833
Bcl6b,0.005922712
1700112D23Rik,0.0059095756
AI429214,0.0058957865
Prox1,0.0058536455
Prtg,0.005852871
Pnck,0.005831283
Tceal5,0.005825854
Rnf152,0.005814706
P2ry1,0.005804887
Adam33,0.005804507
Cdh3,0.0057898727
Ly86,0.0057884315
Gm7361,0.0057853665
Atp8b4,0.005772785
Batf,0.005747032
Adgb,0.005743339
Pdzd7,0.0057195127
Rhbdl3,0.0057188403
Il10ra,0.0057037943
Npnt,0.005702624
Sftpc,0.0056978115
Jph2,0.005683877
Tmem212,0.005682428
Adcy4,0.005682112
C730034F03Rik,0.005680912
Osgin1,0.0056805788
9630002D21Rik,0.005679575
Lcp2,0.0056506624
Lrrc32,0.005622613
Rasl12,0.0056205094
Pdlim3,0.0056182463
Sec16b,0.0056050327
Gm17655,0.0056021903
Mir670hg,0.0055817594
Dhx58,0.005569376
Ptgs1,0.005563236
Gm8098,0.005552199
Cd83,0.0055415486
D630003M21Rik,0.0055267317
Rasgrp4,0.005518896
Rab6b,0.0055166627
Gm17396,0.0055159833
Cd38,0.0055102394
Coro1a,0.0055092364
Sgip1,0.005487458
Vwf,0.005486326
Trpc3,0.0054745413
1810059H22Rik,0.005470003
Lbp,0.0054550394
Eva1a,0.0054164436
Klhl33,0.00540279
Cldn10,0.00539237
Mgat4c,0.0053797495
Ube2l6,0.005370472
Gm26740,0.005362564
Sdr42e1,0.005359815
Arhgef15,0.0053573577
Akr1c18,0.005352079
Tnfaip2,0.0053414283
Ndst4,0.005341387
1700001G11Rik,0.0053321035
Ntrk3,0.005306039
Gm14964,0.0052964995
Slc36a2,0.0052805645
AI838599,0.005264566
Lpxn,0.0052642757
Cpxm2,0.0052624578
Sox17,0.0052509275
C7,0.0052504875
Akap6,0.0052362434
Trim5,0.005228525
Met,0.0052216835
Gm19391,0.0052052136
Npcd,0.0051847035
Hpgds,0.0051823636
4930506C21Rik,0.005173171
Gm14636,0.005161243
Lrat,0.0051556644
Cd53,0.0051477524
Clec10a,0.0051411726
Nr2f1,0.0051387856
Tbxas1,0.005128546
Gm44021,0.0051282886
Fam169b,0.005108614
Tmem71,0.00510257
Aoah,0.00509603
Nrros,0.0050717467
Gm49539,0.00506558
Tnnt2,0.0050631883
Chrna4,0.005059937
Gbp5,0.005056547
Lrrc7,0.0050306367
Epha3,0.005022135
Gm12339,0.0050163595
Shc2,0.005003835
Sh3rf3,0.005001261
Casp4,0.005000415
Myorg,0.004997477
Bvht,0.0049956706
Ifit3b,0.0049943672
Ldb3,0.004993518
A630001G21Rik,0.0049851
Fes,0.004972082
Hpca,0.004960967
Myzap,0.004957336
Pde4b,0.0049472335
Olfml1,0.004942241
Hotairm1,0.0049397433
Gm29292,0.0049330024
Cstad,0.0049095955
Wnt9a,0.0049055507
Scrn1,0.0048887017
Rassf9,0.0048857965
Higd1b,0.004882533
Cbr2,0.004879547
Tlr12,0.004871825
Ms4a6b,0.004852881
Angpt4,0.0048366026
Mn1,0.0048356107
Tmem273,0.004822922
Thrsp,0.0048098443
Tcf24,0.004807015
9330162012Rik,0.004785227
St8sia4,0.0047848807
2610027K06Rik,0.004781827
Ces2g,0.004756241
Gdf10,0.0047401655
Fam217b,0.004738353
Oca2,0.0047369576
Folr2,0.0047319303
Slfn2,0.004729117
Klhl6,0.0047276192
Pik3cg,0.004726635
Fgf14,0.004713569
Gm44694,0.004713169
Plcxd3,0.0046954956
C4b,0.004691038
G630016G05Rik,0.0046894397
P2ry14,0.004666702
Tmem255a,0.0046665207
Ptgfr,0.0046621677
Gm15411,0.004660406
Hrct1,0.004651461
Pgpep1l,0.0046324222
Hhatl,0.004621118
Zfp804a,0.004603115
Apol9b,0.004583302
Klhl14,0.0045810957
Ccr2,0.00458001
Fn3k,0.004576387
Tnfaip8l2,0.004574871
Itgb7,0.004570892
Orai2,0.0045642136
Xkr4,0.0045629553
Ntrk1,0.0045620073
Htr2b,0.0045459955
Lrrc9,0.0045181904
Trpc1,0.0044997428
Kcnj8,0.0044938335
Veph1,0.004490715
Gm49066,0.004489669
D630024D03Rik,0.0044885897
Upk3b,0.004482942
Chrd,0.004481702
Plekha6,0.004447952
Hba-a2,0.0044374666
Kcne4,0.0044272114
Eno2,0.0044163256
Ankef1,0.0044146026
AW011738,0.004412298
Krt7,0.0044120736
Lrmp,0.0044048605
Olfr920,0.0044043018
Pla2g5,0.00439765
Egfl6,0.0043944106
Il21r,0.0043921126
Ly6d,0.0043875277
Gata2,0.004364616
Fam124a,0.004364479
Pcdhb5,0.0043623126
Lefty1,0.004356775
Btnl2,0.0043549575
9630013D21Rik,0.0043481323
Gm26885,0.0043273084
Myl1,0.0043229177
Glipr1,0.0043201116
Hba-a1,0.004314608
Ms4a6d,0.004301123
Gria1,0.004293368
Cd300a,0.0042631477
Apba2,0.0042617726
Foxc1,0.004258254
A830052D11Rik,0.004252145
Nt5e,0.0042396686
Inpp5d,0.0042379093
Arsj,0.0042369408
Ephb1,0.004231996
Tmem150c,0.0042189597
Gm44417,0.0042145564
Nqo1,0.0042095813
Shank3,0.0042032567
Itga7,0.0042003547
Lynx1,0.0041952273
Atp6v0d2,0.004191287
Scn1b,0.0041870326
Gm6209,0.004186462
Inka1,0.004180043
Gm13470,0.004179595
A830018L16Rik,0.0041495375
D930032P07Rik,0.0041351137
Clec11a,0.004133744
H2-DMb1,0.004124367
4933406I18Rik,0.0041174134
Tnfrsf19,0.00411558
Pik3r6,0.0041039446
Pirb,0.004102207
Usp13,0.004101362
Il16,0.0040950514
Nova2,0.0040918444
Enho,0.0040917387
Atp6v0a4,0.0040834215
Pcdhb7,0.004082614
5033421B08Rik,0.00407278
C230086J09Rik,0.0040387847
Lilr4b,0.0040287
Papln,0.004003172
Tnfaip8l1,0.003999713
F830016B08Rik,0.003985143
Gm10800,0.003973112
Trank1,0.003942622
Gdf15,0.0039381315
Tbc1d10c,0.003935324
4932443L11Rik,0.003925318
Fcor,0.003917886
B4galnt1,0.003902183
Oas2,0.0038945081
Adcyap1,0.0038855176
1300014J16Rik,0.0038852151
S1pr1,0.0038837465
Armc3,0.0038823308
Gm30122,0.0038753552
Fam20a,0.003874026
Fgfr4,0.0038730965
Srpx,0.0038580263
Hc,0.0038559362
Enpp3,0.0038557816
Gm830,0.0038507741
D930048N14Rik,0.0038473236
Asb2,0.0038462975
Lax1,0.0038457662
Gjc2,0.0038434258
Gm26510,0.003841571
Cytip,0.0038372036
Plcd3,0.003830747
Foxd2os,0.0038066246
Has2os,0.003800878
Gpr157,0.0037933793
Ciita,0.0037903273
9930111J21Rik2,0.0037882114
Ankfn1,0.0037826463
Six4,0.0037826193
Arhgap9,0.0037776886
Tmem202,0.0037647898
Mybpc1,0.0037633544
Dpep2,0.0037581415
Nrarp,0.0037358725
Ablim3,0.0037354967
Cybrd1,0.0037174032
Ngfr,0.0037138849
Car2,0.0037121219
Slc5a7,0.0036967453
Zfp536,0.003696143
Naip2,0.0036878972
Ppl,0.0036842925
Gbp4,0.0036829063
Acap1,0.0036728769
Nol3,0.0036684335
Ppp1r3c,0.003667977
Cd300ld,0.0036627676
Gm41724,0.003655529
Gm30075,0.0036554064
Hk3,0.0036541917
Gm16701,0.0036404189
Rab15,0.0036359553
Cd274,0.0036291745
Col8a1,0.003622104
B3gnt8,0.0036144638
Wdfy4,0.0036093919
Lamb3,0.0036062435
Gm15675,0.0036000484
1700010K24Rik,0.0035862569
Gm26797,0.0035735474
Igdcc3,0.0035730088
Lyl1,0.0035714738
Tspoap1,0.0035698111
Fas,0.0035649403
Sync,0.0035554487
Gm47096,0.0035519206
Stk26,0.0035457092
Evi2a,0.0035454743
Pi15,0.0035442093
Gm16075,0.0035418589
Dio3os,0.003533751
Dok3,0.003529784
Anpep,0.0035245777
Gm16168,0.0035201053
Sptbn4,0.0035180883
Pcdh12,0.0035120037
Itga4,0.0035117758
Slc16a7,0.003508431
Mst1r,0.003506326
Nfatc1,0.003498802
Bcas3os1,0.0034831828
Gm12963,0.0034814333
Sema3f,0.0034813364
Clec4d,0.0034753168
Gimap5,0.0034746998
Alox12,0.0034707985
Sv2a,0.0034676576
B230303O12Rik,0.0034616105
1700087I21Rik,0.0034600354
Acer2,0.0034575202
Rinl,0.00345176
Aim2,0.0034401095
Dusp2,0.0034312299
Apoc1,0.0034291924
Gm29521,0.0034277975
Dapk2,0.0034271579
Aqp1,0.003425855
Kcnab2,0.0034126453
Itgam,0.0034022992
Fmod,0.003377777
Ccl2,0.003376376
Adh7,0.0033734986
Agap2,0.0033723156
Gucy2g,0.0033579806
Kcnq3,0.0033537163
Atf3,0.0033532633
9530082P21Rik,0.0033478802
Ltf,0.0033467074
Scn2a,0.003345884
Igsf6,0.0033307462
Gcnt2,0.003328417
Cd300lg,0.003318404
Dynlrb2,0.0033162418
Gpr65,0.0033143235
Hp,0.0033121053
Sorcs3,0.003305994
Gm49265,0.0033051625
Ccr5,0.0033004573
Eva1c,0.0032972589
Grhl2,0.0032939946
Dnah6,0.0032927108
Ifit1,0.0032914586
Mfng,0.0032856239
AB124611,0.0032800245
Depp1,0.0032771719
Adamts14,0.0032764853
Dtx1,0.003269185
Grap2,0.0032649399
Ms4a14,0.0032561598
A630052C17Rik,0.0032550178
Plaur,0.0032495263
A730056A06Rik,0.003238216
Fcgr4,0.0032242185
Cdk18,0.003215576
Gm40578,0.0032049024
Osr1,0.0031977906
Fam189a1,0.0031969114
Vdr,0.003186676
Gimap8,0.0031865966
Adamts18,0.003186264
Srrm4,0.0031857924
2700029L08Rik,0.0031857807
Fcgr1,0.0031848752
Msr1,0.0031831614
Map3k8,0.0031750125
Cd48,0.0031614825
Gm37728,0.003160724
Cd84,0.003152916
Begain,0.0031406125
Fam181b,0.0031363568
Meox1,0.0031357664
Col7a1,0.0031298616
Kcnq4,0.0031288946
Srd5a2,0.0031246117
Gm19689,0.0031153045
Scn5a,0.0031027403
Kbtbd11,0.0031025328
Itgal,0.0030983386
Vstm2b,0.003091216
Exph5,0.0030871625
Tspan8,0.003076743
Aox3,0.0030708276
F13a1,0.003065503
Tead4,0.0030558505
Ager,0.0030538216
Aldh1a3,0.003044238
Cilp,0.0030405815
Fmo1,0.003038383
Gm15672,0.0030212551
Zbp1,0.0030178514
Vav1,0.0030160388
Neurl3,0.0030138309
Spaar,0.002973393
Arhgap30,0.002965139
Pxdc1,0.0029639057
Slc35f1,0.0029634144
Catsperg1,0.0029609464
4930447C04Rik,0.0029444336
Hoxa7,0.00294393
Was,0.0029431037
St8sia2,0.00294108
Gabra4,0.0029395348
Tmem200a,0.0029389285
Lrrc71,0.0029310102
Fgd2,0.002930236
Fxyd7,0.0029301208
Ky,0.0029090773
Clec9a,0.0029073001
Gm44036,0.0029013047
Gng13,0.0028998188
Gm47445,0.0028977639
Rspo1,0.0028972882
Car13,0.0028879326
C130012C08Rik,0.002887357
Bank1,0.0028849873
Aspa,0.002878403
Marchf1,0.002875683
Dnah3,0.002870901
Phf11d,0.0028647822
Cpz,0.0028636577
Mapt,0.0028603869
Insyn1,0.0028584625
Csf2rb2,0.0028562266
Gfra2,0.0028429565
Ly6k,0.0028367217
Gabre,0.0028306942
Necab1,0.002828754
Mapk13,0.002827352
Rarb,0.0028171549
Foxa3,0.002813839
Clec4a2,0.0028116014
Tnfrsf25,0.0028106514
Hoxb5os,0.002810162
Parvg,0.0028063813
Tal1,0.0028018355
Selplg,0.0028000658
Edn3,0.0027976367
Irak3,0.0027934765
Ly6h,0.0027925868
Gm26512,0.0027914846
3222401L13Rik,0.0027852247
Slfn8,0.0027807187
Pappa2,0.0027806747
Col14a1,0.0027606841
Pik3r5,0.0027481678
Gm30873,0.0027479432
Gm34934,0.0027354753
Nek5,0.0027252177
Gm17473,0.0027232883
9530013L04Rik,0.0027185
BC037704,0.0027086039
Trpv2,0.0027065764
Gm37292,0.0026966762
E130006D01Rik,0.0026953577
Tppp,0.002694115
Gm13091,0.0026895101
Csf2rb,0.0026890412
Hck,0.0026887495
Gimap1,0.0026869301
D830026I12Rik,0.0026770842
Tbx6,0.0026699547
Cdk15,0.0026681046
Glb1l3,0.002667155
Inmt,0.0026568405
Clcf1,0.0026551667
Adgrg7,0.0026442707
1110017D15Rik,0.0026440686
Il33,0.0026304019
Gm28258,0.0026303825
Ypel4,0.002628885
Gm23119,0.002625109
Fgf7,0.0026109675
Gm38042,0.0026102995
Ifi211,0.0026098602
Gm44502,0.0026018047
Adgrg2,0.002584743
Gm47547,0.002580577
Syne4,0.002564399
Slc27a6,0.0025601673
Lrrc18,0.0025575296
Fgf18,0.0025497272
Arhgap8,0.0025477575
Gm26671,0.0025397816
Cd22,0.0025329338
Lst1,0.0025294917
Cfap91,0.0025280218
Msln,0.0025254837
Atp2b2,0.0025243885
Pmaip1,0.0025237594
Fam163a,0.0025209854
Rspo3,0.0025183116
Syt9,0.002513947
Ccdc153,0.002511674
Adap1,0.0025082284
C5ar1,0.0025018896
Slc8a3,0.0025003748
Cldn15,0.002498138
Ecrg4,0.00248583
Cdcp1,0.0024824527
Cd40,0.0024808533
Dnajb5,0.0024674688
Plekhb1,0.0024659336
Ccm2l,0.002464464
Tbc1d2,0.0024608856
Lair1,0.002455322
Cfhr2,0.0024539395
Tbkbp1,0.0024416556
Blnk,0.0024416402
Ntng2,0.0024358658
Clec1b,0.0024266634
Gpr160,0.0024241419
Hoxd3,0.0024233763
Syndig1,0.002420212
Sh3gl3,0.0024132011
Tnnt3,0.0024066148
Trabd2b,0.002400824
Ntf3,0.002399324
Retn,0.0023962914
Tmem252,0.0023940066
Olfr558,0.00239277
Asgr1,0.0023892906
Cfb,0.0023792682
Plet1,0.0023723135
Kcns3,0.0023598515
Il2rg,0.0023572936
Serpina3c,0.0023569763
Esm1,0.0023541842
Gm27167,0.0023414034
Plekhg4,0.0023407745
Gm26632,0.0023330797
Tnfrsf11b,0.0023321686
Themis2,0.0023248885
Ncf4,0.0023233255
C1qtnf2,0.0023136423
Dnai1,0.0023112434
Lrrc30,0.0023065843
Gimap3,0.0023054117
Cerkl,0.002298475
Nlrp1b,0.0022951784
Klhl30,0.0022947267
Apold1,0.0022946734
Abcg3,0.0022924235
Adipoq,0.0022776625
Gsto2,0.0022760045
Adgrb2,0.0022758138
Gm37174,0.0022729067
Postn,0.0022708182
Gm29107,0.0022706531
Stx1b,0.0022698513
Fibin,0.0022675018
Tulp1,0.0022640952
Fgfr3,0.002259966
Ch25h,0.0022570412
Ikzf1,0.002253564
Myoc,0.0022475743
Cadps,0.002244635
Lrrc70,0.002244351
Gm10766,0.0022356105
Gm37466,0.0022329679
Fgf1,0.0022300102
Wdr17,0.0022275203
Clec4n,0.0022179892
BC035044,0.002211712
Oas1a,0.0022115367
Gm13056,0.0022072424
Lcn2,0.0022054294
AW112010,0.0022016058
Gm48742,0.0021992452
Tnr,0.002194922
Il7r,0.002191554
Gm45670,0.0021820825
Ccl9,0.0021798275
Mal,0.0021713744
Prrx2,0.0021672845
Card10,0.0021666586
Gm16174,0.002161772
Gm11266,0.0021614376
Ermap,0.0021593599
Il1rn,0.0021592118
Optc,0.002152808
Ccl12,0.0021479079
Rmst,0.0021420727
Lrrn3,0.00213848
Myrf,0.0021363283
Clec3b,0.0021326954
Crybb1,0.0021317638
Epha2,0.0021282374
Ush1g,0.0021248679
Ephb3,0.0021244525
A430035B10Rik,0.0021237137
Rassf10,0.0021193004
Gm37626,0.0021150182
Prkcg,0.0021105232
Trpm6,0.0021015196
Gm16141,0.0021011913
Gm42917,0.0020999857
Wfdc18,0.002094984
Tmem150b,0.002086987
Ccl7,0.0020844853
Gpr141,0.0020833765
Gm49490,0.0020793753
Hrc,0.0020781527
Slco1a4,0.002076157
Gm37474,0.0020716805
Sp5,0.0020693424
4930426D05Rik,0.0020655338
Runx3,0.0020633126
Mmp12,0.0020630134
Gm49969,0.0020613885
Gcnt1,0.0020588813
Slc2a4,0.0020567754
Pgr,0.0020523614
Cdh6,0.0020484566
Zfp366,0.0020457795
Stk33,0.0020438854
Scimp,0.0020425837
Gm15627,0.002040308
E330020D12Rik,0.0020384658
Bco2,0.0020376204
Cdh8,0.002036105
Ssc5d,0.0020346045
Haao,0.002028199
Cyp4f14,0.002028192
Ccn5,0.0020249279
Tcap,0.0020212694
Bdnf,0.0020194144
Gm19610,0.0020184834
Pcnx2,0.0020115857
Gm20532,0.002010787
Mansc4,0.0020072507
Dgkg,0.0020060102
Serpine1,0.0020050856
Gm34907,0.0019867062
Rgs14,0.00198321
Gja5,0.0019830354
Rasgrp1,0.0019824607
Lrrc14b,0.0019705005
Fcna,0.0019698045
Gm48529,0.0019619502
Slamf9,0.0019524633
Ovol2,0.0019516337
Mroh2a,0.0019504898
Gm13446,0.0019414859
H2-Q7,0.0019312021
Cmah,0.0019269178
Ngf,0.0019258566
Upk1b,0.001925549
Hoxaas3,0.0019183313
Ly9,0.001914262
Mir142hg,0.001911784
Tnfrsf9,0.0019106604
Wfdc2,0.0019070331
Itgb4,0.0019067461
Gm15655,0.00190182
Gm38563,0.001894644
Cd33,0.0018921092
Frem2,0.0018908577
Tc2n,0.0018897285
Hoxb3os,0.0018861722
Lgals2,0.0018860529
Cacna1g,0.0018810618
Akap5,0.0018769689
Zfp853,0.0018759097
Klra2,0.0018712478
8430419K02Rik,0.001862485
Tlr2,0.0018615131
Cd200r1,0.0018602577
Gm19684,0.0018572301
Trpm2,0.0018568637
Gm13522,0.0018518569
Scn2b,0.0018480546
Lilra5,0.001845213
Dkk2,0.001838163
Gm26887,0.0018349979
Tpsb2,0.0018331765
Mmp17,0.0018249288
Gm16559,0.0018236199
Gria2,0.0018109647
Pcdh1,0.0018107346
Ren1,0.0018082324
Agmo,0.0018075681
Serpinb8,0.001802813
Syt3,0.0018023218
Aqp11,0.0018019191
Cd163,0.0017931452
Lat,0.001788119
Dcdc2a,0.0017852939
Nrgn,0.0017806317
Cnksr2,0.0017747805
Lin7a,0.0017746232
Cd300c2,0.0017716011
Il27ra,0.0017647274
Il18r1,0.001764277
Ptafr,0.0017634692
Jchain,0.0017571232
Gpm6a,0.0017507343
Gm43667,0.0017492273
Clnk,0.0017473067
Prelid3a,0.0017468105
Gm7598,0.0017430204
St8sia6,0.0017370108
Adamts15,0.0017364621
Actn2,0.0017287156
Sfrp2,0.0017218855
Nectin4,0.0017198385
Pla2g2d,0.0017186636
Col6a5,0.0017179303
Fmo2,0.0017176392
4831440D22Rik,0.0017150886
Nxpe2,0.0017144147
Apol10b,0.0017128553
Plvap,0.0017089653
Megf10,0.0017033364
Gm43508,0.0016921755
Lypd6,0.0016899294
Arsi,0.0016895344
Syp,0.001688227
Evi2,0.0016826737
Gm41664,0.0016820027
Efcc1,0.0016805194
A830012C17Rik,0.0016803534
Epor,0.0016751025
Sigirr,0.001668884
Tnfrsf11a,0.0016653165
Slc52a3,0.0016647638
Itih3,0.0016616022
Gm45640,0.0016584028
F630028O10Rik,0.0016562046
Rgs4,0.0016516296
C130075A20Rik,0.00164522
Siah3,0.0016385112
Cd86,0.0016382855
Onecut2,0.0016329207
Gm13844,0.0016325943
Dll4,0.0016314189
Stap1,0.0016308489
2900092N22Rik,0.0016283962
Samsn1,0.0016263548
Rtn1,0.001623234
Cdhr5,0.0016175678
Rbm24,0.0016163454
Map3k7cl,0.0016160988
Lrfn5,0.0016158447
Ripply3,0.0016143266
Fbxw10,0.0016129767
Gpr183,0.0016072679
Cpne7,0.0016062901
Mlip,0.0016048421
Phyhd1,0.0015957854
Cd244a,0.0015944355
Fxyd2,0.0015917299
Cst6,0.0015880262
Olfr56,0.0015869917
Gm47863,0.0015826523
Adrb1,0.0015817462
Fam107a,0.0015771315
Ifi213,0.0015685584
Snx20,0.0015654627
Tlr1,0.0015626769
Gmfg,0.0015604058
Ppfia4,0.0015543052
Mroh7,0.0015459402
Serpina3n,0.0015369579
Gm10824,0.0015336638
Drp2,0.0015329446
Phf24,0.0015308517
Foxf1,0.0015265832
Clec4a3,0.0015265231
Dmkn,0.0015189474
5730585A16Rik,0.0015169827
Gm10687,0.0015143004
Npy1r,0.0015113801
Ifitm10,0.0015108753
Nts,0.0015039588
Slc39a4,0.001499242
Ccdc85a,0.0014957567
Neto1,0.0014951961
Cd27,0.0014942521
Wnt10a,0.001490621
Slc38a11,0.0014901677
Gm49519,0.0014890233
Tslp,0.0014871454
Tgtp2,0.0014825419
Bmx,0.0014674908
Gm38340,0.0014658967
Trdn,0.0014657081
Bik,0.001464994
Gm52981,0.0014627617
Hs3st4,0.0014617168
Asb10,0.0014579755
Rasgrf1,0.0014576663
Tifab,0.0014575729
Dipk2b,0.0014567503
Sh2d1b1,0.0014550146
Fxyd4,0.0014537137
Tspan32,0.0014480022
St8sia1,0.0014470716
Gm49492,0.0014467239
Adgrg3,0.0014450086
Flt4,0.0014419449
Pgf,0.0014308174
E030042O20Rik,0.0014297983
Gm45069,0.0014280062
Cftr,0.0014267224
Lyve1,0.0014242248
Mmp28,0.0014230399
Cracdl,0.001422878
Hoxb5,0.0014198001
Gm4211,0.0014178461
Gm29502,0.0014178132
Plxna4os1,0.0014163164
Cpa3,0.0014154438
Gm17057,0.0014144712
Slpi,0.0014099665
D330050G23Rik,0.001403932
Sectm1a,0.001401583
Hsd17b2,0.0014007837
E230013L22Rik,0.0014007186
BC051142,0.0013990146
Slc22a4,0.0013971942
Pln,0.0013948891
Dqx1,0.0013922965
Gata1,0.0013763178
Ap1s3,0.0013745959
Ccl5,0.0013702239
Nfam1,0.001367691
4833419F23Rik,0.0013661329
Gzma,0.0013660188
Kcnmb1,0.0013632958
Tcf15,0.0013611082
Pqlc3,0.0013606524
Scn1a,0.0013581781
Olfm2,0.0013537128
5031425F14Rik,0.0013534526
2700033N17Rik,0.0013470026
Hgf,0.001341427
Gm9530,0.0013397036
Gm15635,0.001337819
Lgi4,0.0013345345
Gm14379,0.0013335646
Entpd2,0.001328609
Neurl1a,0.0013259554
Gm14302,0.0013194741
Gm5086,0.001317519
Hoxb2,0.0013125651
Lrrc23,0.0013063422
Gm36208,0.0013021859
Hoxa5,0.0013012885
S100a8,0.001300251
Ankrd29,0.0012973378
Gm17745,0.0012936944
Klhdc7a,0.0012933696
Gpihbp1,0.0012893855
Ccl8,0.0012869505
Gm15050,0.0012863189
Anxa9,0.0012852881
Gm10115,0.0012824864
Rab17,0.001281956
Ptpn7,0.0012818723
Car7,0.001277358
AI662270,0.0012744698
Agtr1a,0.001270163
Card11,0.0012694183
Kcnk6,0.0012685613
P2ry12,0.001262927
Clec4b1,0.0012626373
Adm,0.0012596322
St6galnac5,0.0012572974
Stab2,0.0012545398
Tnfsfm13,0.0012532661
1600023N17Rik,0.0012481017
Hoxa3,0.0012456301
Gm1968,0.0012452136
Dennd1c,0.001244239
Tagap,0.001242168
Rgs1,0.0012389505
Gm10561,0.0012336117
S100b,0.0012224595
Apod,0.0012197408
Cd300lb,0.0012146784
Trim30c,0.0012116648
Hcst,0.0012095063
Nrxn2,0.0012085068
Trbc2,0.0012073758
Gm44645,0.0012066661
Mmrn1,0.0012041683
P2rx3,0.0012033869
Tchh,0.001199011
Sectm1b,0.001198889
Cfap44,0.0011908928
Fam166b,0.0011874555
Cd37,0.0011838989
Gm28523,0.0011797091
Sncg,0.0011762412
Syt15,0.0011755704
Gm29282,0.0011755526
Tfec,0.0011715974
Calhm5,0.0011678815
Ppp1r1a,0.0011635192
Phf11b,0.0011630515
Slc16a11,0.0011568968
Hoxb8,0.0011503467
Fendrr,0.001147302
Lypd6b,0.0011471151
Itk,0.001146537
Slc1a2,0.0011426012
Cryba4,0.0011410966
Dchs2,0.0011410782
Gm48958,0.0011386651
2610001A08Rik,0.001137093
Cdkn2b,0.001136039
Parvaos,0.0011213704
Slc43a1,0.0011160146
Traf3ip3,0.0011139609
Lrrn4cl,0.0011138686
Slc8a2,0.0011138386
Ajm1,0.0011134357
Rasgrf2,0.0011121777
Gm42775,0.0011106413
Pi16,0.0011099165
Btnl9,0.001108078
Nkg7,0.0011080112
Ms4a4b,0.0011077588
