gene,mean_expression
5430427N15Rik,0.00032813783
Gm49192,0.00032813783
Htr2c,0.00032813783
Gm37176,0.00032813783
Gm37168,0.00032813783
Gm37165,0.00032813783
Gm13166,0.00032813783
Gm49319,0.00032813783
Gm49323,0.00032813783
Gm37058,0.00032813783
Gm49313,0.00032813783
Gm12784,0.00032813783
Gm37101,0.00032813783
Gm37080,0.00032813783
Gm37074,0.00032813783
Npffr1,0.00032813783
Gm14661,0.00032813783
Npas1,0.00032813783
Adcy1,0.00032813783
Trim72,0.00032813783
Trim66,0.00032813783
Gm49761,0.00032813783
Gm37968,0.00032813783
Serpinb6c,0.00032813783
Serpinb1b,0.00032813783
4930565D16Rik,0.00032813783
Gm11033,0.00032813783
Gm37651,0.00032813783
Adap2os,0.00032813783
Adgrg5,0.00032813783
Hgfac,0.00032813783
Gm10714,0.00032813783
Hhipl1,0.00032813783
Gm49807,0.00032813783
Gm48383,0.00032813783
Gm48421,0.00032813783
Gm4841,0.00032813783
Gm48405,0.00032813783
Gm10997,0.00032813783
Retnla,0.00032813783
Gm15816,0.00032813783
Gm48648,0.00032813783
Il1rl1,0.00032813783
Olfr1062,0.00032813783
Gm11437,0.00032813783
Septin5,0.00032813783
Acot4,0.00032813783
Gm11238,0.00032813783
Adcyap1r1,0.00032813783
Vwa3b,0.00032813783
Gm48508,0.00032813783
Gm48500,0.00032813783
Gm48543,0.00032813783
Gm49774,0.00032813783
Gm49784,0.00032813783
Gm49804,0.00032813783
Adamtsl5,0.00032813783
Trim42,0.00032813783
Adgrb1,0.00032813783
Vtn,0.00032813783
Trarg1,0.00032813783
Trbc1,0.00032813783
Olfr330,0.00032813783
Gm10745,0.00032813783
Gm38228,0.00032813783
Gm38104,0.00032813783
Gm16283,0.00032813783
Rapgef4os2,0.00032813783
Rarres1,0.00032813783
Gm48442,0.00032813783
Gm10532,0.00032813783
Shank1,0.00032813783
Gm10605,0.00032813783
Olfr214,0.00032813783
Gm16063,0.00032813783
Sftpb,0.00032813783
Gm16070,0.00032813783
Sgcg,0.00032813783
Rad51ap2,0.00032813783
Olfr736,0.00032813783
Sh2d2a,0.00032813783
Adrb2,0.00032813783
Rbm46os,0.00032813783
Rbmxl2,0.00032813783
Gm16046,0.00032813783
Adgrf4,0.00032813783
Adgre4,0.00032813783
Gm16244,0.00032813783
Gm38146,0.00032813783
Gm38186,0.00032813783
Gm38169,0.00032813783
Gm38140,0.00032813783
Gm38066,0.00032813783
Adra1a,0.00032813783
Gm16549,0.00032813783
Adm,0.00032813783
Trim15,0.00032813783
Naip5,0.00032813783
Trhde,0.00032813783
Insc,0.00032813783
Rasal3,0.00032813783
Gm48332,0.00032813783
Gm38056,0.00032813783
Sec14l5,0.00032813783
Gm49662,0.00032813783
AC153912.1,0.00032813783
AC152452.1,0.00032813783
AI504432,0.00032813783
Ttc6,0.00032813783
Ttc36,0.00032813783
Vsx2,0.00032813783
AU017674,0.00032813783
Gm48627,0.00032813783
Hif3a,0.00032813783
Gm49544,0.00032813783
Gm49735,0.00032813783
Gm49741,0.00032813783
Gm15642,0.00032813783
Gm37792,0.00032813783
Gm37786,0.00032813783
Gm15629,0.00032813783
Gm37809,0.00032813783
Gm48704,0.00032813783
AL645799.1,0.00032813783
Gm37675,0.00032813783
Vpreb1,0.00032813783
Nfe2,0.00032813783
Gm12064,0.00032813783
Gm12065,0.00032813783
Gm12122,0.00032813783
Gm49588,0.00032813783
Gm4961,0.00032813783
Gm49586,0.00032813783
AA467197,0.00032813783
A730090N16Rik,0.00032813783
4933404K13Rik,0.00032813783
AC115752.1,0.00032813783
AC113490.1,0.00032813783
A930002H02Rik,0.00032813783
Ttr,0.00032813783
Sec1,0.00032813783
4933406P04Rik,0.00032813783
Gm37696,0.00032813783
Hmcn2,0.00032813783
A830005F24Rik,0.00032813783
Gm48621,0.00032813783
Gm15983,0.00032813783
Abcb11,0.00032813783
Nefh,0.00032813783
Gm37853,0.00032813783
Gm15945,0.00032813783
Trpa1,0.00032813783
Abhd11os,0.00032813783
Iho1,0.00032813783
Vwce,0.00032813783
Serpina6,0.00032813783
Gm15747,0.00032813783
Gm15713,0.00032813783
Gm38075,0.00032813783
Gm37954,0.00032813783
Gm15728,0.00032813783
Gm15873,0.00032813783
Acp4,0.00032813783
Acot3,0.00032813783
4931406G06Rik,0.00032813783
Serpinb12,0.00032813783
Gm48717,0.00032813783
Gm11730,0.00032813783
AY702103,0.00032813783
AW495222,0.00032813783
Tspan32os,0.00032813783
Gm15558,0.00032813783
Gm37720,0.00032813783
Gm37756,0.00032813783
Trpm8,0.00032813783
Abca14,0.00032813783
Gm15852,0.00032813783
Gm37864,0.00032813783
Ndufa4l2,0.00032813783
Gm37876,0.00032813783
Gm37931,0.00032813783
Gm37776,0.00032813783
Abcc8,0.00032813783
Sema4f,0.00032813783
Gm11280,0.00032813783
Il17rb,0.00032813783
Gm48601,0.00032813783
Gm11342,0.00032813783
1700019D03Rik,0.00032813783
Lrrc34,0.00032813783
Gm44716,0.00032813783
Tcfl5,0.00032813783
1700105P06Rik,0.00032813783
Capn8,0.00032813783
Carmil2,0.00032813783
1700019N19Rik,0.00032813783
Zfp92,0.00032813783
Cav3,0.00032813783
Card14,0.00032813783
Sox15,0.00032813783
Sohlh1,0.00032813783
Gm26666,0.00032813783
Gm45570,0.00032813783
Gm43950,0.00032813783
Cidec,0.00032813783
Cidea,0.00032813783
Cibar2,0.00032813783
Gm45592,0.00032813783
Sytl1,0.00032813783
Cd177,0.00032813783
Gm26648,0.00032813783
Pon1,0.00032813783
L1cam,0.00032813783
Dmrtb1,0.00032813783
Gm44760,0.00032813783
Sox5it,0.00032813783
Chrna9,0.00032813783
Gm31513,0.00032813783
Gm31479,0.00032813783
Chrna5,0.00032813783
Gm44758,0.00032813783
Gm26839,0.00032813783
Catspere1,0.00032813783
Coro6,0.00032813783
Gm8773,0.00032813783
Fgr,0.00032813783
Gm26682,0.00032813783
Gm30239,0.00032813783
Lrrc55,0.00032813783
Gm43372,0.00032813783
Gm884,0.00032813783
Sp6,0.00032813783
Dlgap3,0.00032813783
Gm31854,0.00032813783
Gm43598,0.00032813783
Gm31925,0.00032813783
Dlx6os1,0.00032813783
Commd1b,0.00032813783
Gm43415,0.00032813783
Pde6b,0.00032813783
1700020L13Rik,0.00032813783
Tgfbr3l,0.00032813783
Gm43403,0.00032813783
Ppp1r1b,0.00032813783
Car5a,0.00032813783
Dupd1,0.00032813783
1110018N20Rik,0.00032813783
Krt72,0.00032813783
Gm43768,0.00032813783
Gm31717,0.00032813783
1810046K07Rik,0.00032813783
Gm45694,0.00032813783
1810020O05Rik,0.00032813783
Stat4,0.00032813783
Gm29020,0.00032813783
Lrrtm2,0.00032813783
Cd200r4,0.00032813783
Gm44662,0.00032813783
Themis3,0.00032813783
Gm44649,0.00032813783
Gm44647,0.00032813783
Gm43197,0.00032813783
Gm43203,0.00032813783
Gm25995,0.00032813783
Cyp2f2,0.00032813783
Dpys,0.00032813783
Krt88,0.00032813783
Gm26236,0.00032813783
Syngr4,0.00032813783
Syt15,0.00032813783
Lrrtm1,0.00032813783
Gm31615,0.00032813783
Gm30198,0.00032813783
Methig1,0.00032813783
Gm44093,0.00032813783
Gm43312,0.00032813783
Gm30698,0.00032813783
Mcoln2,0.00032813783
Gm28342,0.00032813783
Gm44178,0.00032813783
Cox7b2,0.00032813783
Gm8633,0.00032813783
Gm28320,0.00032813783
Pde6c,0.00032813783
Gm26531,0.00032813783
Dmtn,0.00032813783
Zscan10,0.00032813783
0610033M10Rik,0.00032813783
Dnaaf1,0.00032813783
Cnbd1,0.00032813783
Dnah2os,0.00032813783
Cmklr1,0.00032813783
Dnah5,0.00032813783
Svop,0.00032813783
Dmrta2,0.00032813783
Gm26132,0.00032813783
Ppm1j,0.00032813783
Susd2,0.00032813783
1500026H17Rik,0.00032813783
Gm2694,0.00032813783
Gm26938,0.00032813783
Gm28379,0.00032813783
Gm5784,0.00032813783
Gm45341,0.00032813783
Gm5767,0.00032813783
Ces1d,0.00032813783
Cers3,0.00032813783
Crhr1,0.00032813783
Gm45428,0.00032813783
Gm45354,0.00032813783
Lhfpl1,0.00032813783
Gm27027,0.00032813783
Gm45213,0.00032813783
Defb42,0.00032813783
Stum,0.00032813783
Mag,0.00032813783
Spdef,0.00032813783
Gm26981,0.00032813783
Gm44077,0.00032813783
Gm27008,0.00032813783
Gm3045,0.00032813783
Gm4409,0.00032813783
Platr21,0.00032813783
Tcstv1,0.00032813783
Gm44129,0.00032813783
Ccdc88b,0.00032813783
Lgals12,0.00032813783
Spint1,0.00032813783
Gm31084,0.00032813783
Gm31045,0.00032813783
Gm30954,0.00032813783
Ccdc96,0.00032813783
Gm31036,0.00032813783
Gm28694,0.00032813783
Spx,0.00032813783
D630036H23Rik,0.00032813783
Sprn,0.00032813783
D530033B14Rik,0.00032813783
Gm44957,0.00032813783
D630030B08Rik,0.00032813783
Stmn2,0.00032813783
Gm28501,0.00032813783
Crxos,0.00032813783
Lrp2,0.00032813783
Gm28424,0.00032813783
Tekt4,0.00032813783
Pnmt,0.00032813783
Ccl4,0.00032813783
Pnma5,0.00032813783
Tecta,0.00032813783
D830013O20Rik,0.00032813783
Cend1,0.00032813783
Gm28778,0.00032813783
Celsr3,0.00032813783
D830032E09Rik,0.00032813783
Zfp575,0.00032813783
D16Ertd519e,0.00032813783
Phox2b,0.00032813783
Ceacam10,0.00032813783
D130079A08Rik,0.00032813783
Cysltr2,0.00032813783
Cysltr1,0.00032813783
Gm44836,0.00032813783
Gm44834,0.00032813783
Pde6h,0.00032813783
Gm43568,0.00032813783
Dhx58os,0.00032813783
Dio3,0.00032813783
Platr16,0.00032813783
Gm43348,0.00032813783
Gm43463,0.00032813783
Gm43464,0.00032813783
Gm44840,0.00032813783
Gm44837,0.00032813783
Lin28a,0.00032813783
Gm26930,0.00032813783
Gm26920,0.00032813783
Gm45632,0.00032813783
Tex49,0.00032813783
Pcp4,0.00032813783
Gm45231,0.00032813783
Cblc,0.00032813783
Zfp972,0.00032813783
Ccdc190,0.00032813783
Spon2,0.00032813783
Gm30127,0.00032813783
1700092M07Rik,0.00032813783
Spink8,0.00032813783
Dcaf12l2,0.00032813783
Mecomos,0.00032813783
Gm31108,0.00032813783
Pdx1,0.00032813783
Mdga1,0.00032813783
Gm44878,0.00032813783
Spef1l,0.00032813783
Gm45397,0.00032813783
1700109K24Rik,0.00032813783
Lctl,0.00032813783
Ccr1,0.00032813783
Gm45537,0.00032813783
Pla2g3,0.00032813783
Terb2,0.00032813783
Tes3-ps,0.00032813783
Tespa1,0.00032813783
Gpx6,0.00032813783
Gm43421,0.00032813783
Ccdc113,0.00032813783
Gm28941,0.00032813783
Gm26852,0.00032813783
Cpn1,0.00032813783
Gm44187,0.00032813783
Gm28874,0.00032813783
2600002D14Rik,0.00032813783
Gm23138,0.00032813783
Egln3,0.00032813783
Smr2l,0.00032813783
Gm44613,0.00032813783
Cd8b1,0.00032813783
Gm32442,0.00032813783
Gm28913,0.00032813783
Cylc1,0.00032813783
Gm44618,0.00032813783
Gm28078,0.00032813783
C4a,0.00032813783
Calcr,0.00032813783
Gm27184,0.00032813783
1700016K05Rik,0.00032813783
1700016H13Rik,0.00032813783
1600025M17Rik,0.00032813783
Mapk11,0.00032813783
Gm32624,0.00032813783
Pkd1l2,0.00032813783
Gm42939,0.00032813783
Gm45785,0.00032813783
Gm45758,0.00032813783
Pcdhb10,0.00032813783
Gm9895,0.00032813783
Gm9910,0.00032813783
Gm28036,0.00032813783
Plxnb3,0.00032813783
2210417A02Rik,0.00032813783
Krt222,0.00032813783
1700081N11Rik,0.00032813783
Gm43859,0.00032813783
St8sia3os,0.00032813783
Luzp4,0.00032813783
Gm44689,0.00032813783
Plppr4,0.00032813783
Stac,0.00032813783
Gm43797,0.00032813783
C79130,0.00032813783
C87198,0.00032813783
Gm25337,0.00032813783
2610017A05Rik,0.00032813783
Gm43815,0.00032813783
Drc7,0.00032813783
1700085D07Rik,0.00032813783
Gm44632,0.00032813783
2310074N15Rik,0.00032813783
Gm44574,0.00032813783
Pcdhgb2,0.00032813783
Gm4566,0.00032813783
Gm43844,0.00032813783
Gm28052,0.00032813783
Gm28807,0.00032813783
Cyp26b1,0.00032813783
Cxcl9,0.00032813783
Gm44702,0.00032813783
Gm42967,0.00032813783
Gm9939,0.00032813783
Znrd2,0.00032813783
Zmynd10,0.00032813783
C230012O17Rik,0.00032813783
Cd300e,0.00032813783
Plin5,0.00032813783
Gm9947,0.00032813783
C1qtnf3,0.00032813783
Gm9918,0.00032813783
C2cd4d,0.00032813783
Ppp1r3g,0.00032813783
Zim1,0.00032813783
Klrk1,0.00032813783
Ppp1r3a,0.00032813783
Tlr8,0.00032813783
Lipi,0.00032813783
Pcdhb4,0.00032813783
Pcdhb3,0.00032813783
Pcdhb15,0.00032813783
Pcdhb13,0.00032813783
Gm45928,0.00032813783
Phyhip,0.00032813783
C1s2,0.00032813783
1700006J14Rik,0.00032813783
Gm45114,0.00032813783
Gm2814,0.00032813783
Enthd1,0.00032813783
1700013F07Rik,0.00032813783
Gm2453,0.00032813783
Gm44421,0.00032813783
Ltc4s,0.00032813783
Gm8237,0.00032813783
C78859,0.00032813783
Tcl1b2,0.00032813783
Gp6,0.00032813783
Gnb3,0.00032813783
1700022N22Rik,0.00032813783
Gpr20,0.00032813783
Gm2479,0.00032813783
Ebi3,0.00032813783
Gpr182,0.00032813783
Pramel15,0.00032813783
Gpr179,0.00032813783
Zfp981,0.00032813783
Gm29254,0.00032813783
Gm29185,0.00032813783
Gm45774,0.00032813783
Gm32081,0.00032813783
Cyp11b1,0.00032813783
1700003F12Rik,0.00032813783
Cd28,0.00032813783
Gm32036,0.00032813783
1110035H17Rik,0.00032813783
Gm42868,0.00032813783
Gm42874,0.00032813783
Gm24920,0.00032813783
1810053B23Rik,0.00032813783
Dusp27,0.00032813783
E230016K23Rik,0.00032813783
Dynlt4,0.00032813783
Cldn3,0.00032813783
Mat1a,0.00032813783
Cldn2,0.00032813783
1700034K08Rik,0.00032813783
Cldn7,0.00032813783
Cldn4,0.00032813783
Clec2g,0.00032813783
Clca4b,0.00032813783
Gm45016,0.00032813783
Gm43162,0.00032813783
Gm816,0.00032813783
Gm815,0.00032813783
Gm43137,0.00032813783
2310008N11Rik,0.00032813783
Dytn,0.00032813783
Drd3,0.00032813783
Cd5l,0.00032813783
Dydc2,0.00032813783
Sntn,0.00032813783
Gm8066,0.00032813783
Clhc1,0.00032813783
Clec5a,0.00032813783
Cdhr4,0.00032813783
Gm29051,0.00032813783
Synpr,0.00032813783
Cyp2e1,0.00032813783
Gm5426,0.00032813783
Doc2a,0.00032813783
Cd79b,0.00032813783
Dpep3,0.00032813783
1520401A03Rik,0.00032813783
Cyp4x1,0.00032813783
Gm43267,0.00032813783
Gm550,0.00032813783
Gna15,0.00032813783
Pin1rt1,0.00032813783
Mab21l3,0.00032813783
E130101E03Rik,0.00032813783
Gm43101,0.00032813783
Cyp2c23,0.00032813783
2010110K18Rik,0.00032813783
Snord55,0.00032813783
Cntnap4,0.00032813783
1700025H01Rik,0.00032813783
Marchf4,0.00032813783
Cdh22,0.00032813783
Cdc34b,0.00032813783
Zfp935,0.00032813783
Syce1l,0.00032813783
E130008D07Rik,0.00032813783
Mill1,0.00032813783
Gm27241,0.00032813783
Mipepos,0.00032813783
Mir124-2hg,0.00032813783
Gm44560,0.00032813783
Gm25835,0.00032813783
Gm44559,0.00032813783
Cyp4f39,0.00032813783
Gpr1,0.00032813783
Thtpa,0.00032813783
Gm44553,0.00032813783
Gm7968,0.00032813783
Grm4,0.00032813783
Gm5106,0.00032813783
Gm43789,0.00032813783
Gm43814,0.00032813783
Cys1,0.00032813783
Mgat4d,0.00032813783
Gm43032,0.00032813783
Ltb,0.00032813783
Lrtm1,0.00032813783
Gm44695,0.00032813783
Gm35167,0.00016406892
Gm30363,0.00016406892
Gm28784,0.00016406892
1700041M19Rik,0.00016406892
Gm15880,0.00016406892
Rd3,0.00016406892
Gm15912,0.00016406892
Gm35154,0.00016406892
Gm15910,0.00016406892
Gm29477,0.00016406892
Gm28756,0.00016406892
Gm15829,0.00016406892
Gm49678,0.00016406892
Gm49659,0.00016406892
Gpr156,0.00016406892
Gm28370,0.00016406892
Gm15908,0.00016406892
Gm15567,0.00016406892
Platr26,0.00016406892
Zfp82,0.00016406892
Gm29681,0.00016406892
Gm49766,0.00016406892
Gm30340,0.00016406892
Plg,0.00016406892
Gm49721,0.00016406892
Gm29478,0.00016406892
4933409F18Rik,0.00016406892
Zfp781,0.00016406892
Gm6871,0.00016406892
Gm49727,0.00016406892
Gm15851,0.00016406892
Gm805,0.00016406892
Gm35177,0.00016406892
Gm15527,0.00016406892
1700042O10Rik,0.00016406892
Gm28047,0.00016406892
Gm15680,0.00016406892
1700042D02Rik,0.00016406892
Gm49769,0.00016406892
4933408N05Rik,0.00016406892
Gm6961,0.00016406892
Hhipl2,0.00016406892
Gm49857,0.00016406892
Rergl,0.00016406892
Gm49729,0.00016406892
Gm29480,0.00016406892
4930579H20Rik,0.00016406892
Plppr1,0.00016406892
Plekhs1,0.00016406892
Gm15624,0.00016406892
Gm15956,0.00016406892
Gm15918,0.00016406892
Gm15737,0.00016406892
Gm15802,0.00016406892
Gm30613,0.00016406892
Odad3,0.00016406892
Gm29707,0.00016406892
Olfr128,0.00016406892
4930594C11Rik,0.00016406892
Phf11a,0.00016406892
4930588A03Rik,0.00016406892
Plek2,0.00016406892
Gm15965,0.00016406892
Gm27169,0.00016406892
Olfr1419,0.00016406892
Gm29823,0.00016406892
Gm29687,0.00016406892
Gm28323,0.00016406892
4932431P20Rik,0.00016406892
Gm28373,0.00016406892
Ret,0.00016406892
Gm15859,0.00016406892
4932438H23Rik,0.00016406892
Vsnl1,0.00016406892
Plekhg6,0.00016406892
Gpr132,0.00016406892
Gm28308,0.00016406892
1700030C12Rik,0.00016406892
Gm15862,0.00016406892
4930583K01Rik,0.00016406892
Gm15868,0.00016406892
Gm28720,0.00016406892
Vtcn1,0.00016406892
1700037F03Rik,0.00016406892
Vsig8,0.00016406892
Gm15895,0.00016406892
4930587E11Rik,0.00016406892
Vsig2,0.00016406892
Hjv,0.00016406892
Gm15775,0.00016406892
Gm29737,0.00016406892
Gm30541,0.00016406892
Gm35940,0.00016406892
Gm29069,0.00016406892
Gm29103,0.00016406892
Gm15063,0.00016406892
Gm29106,0.00016406892
1700024B18Rik,0.00016406892
Gm14965,0.00016406892
5330413P13Rik,0.00016406892
1700024G13Rik,0.00016406892
5430440P10Rik,0.00016406892
Rnf138rt1,0.00016406892
Gm867,0.00016406892
Gm14376,0.00016406892
Gm7967,0.00016406892
Rnf223,0.00016406892
Gm14409,0.00016406892
Gm14396,0.00016406892
Gm49457,0.00016406892
Hpcal4,0.00016406892
Gm49334,0.00016406892
Pkhd1l1,0.00016406892
Gm29152,0.00016406892
Gm29459,0.00016406892
Gm14377,0.00016406892
4933424G06Rik,0.00016406892
Rnase10,0.00016406892
Rnase1,0.00016406892
1700008A23Rik,0.00016406892
Gm14418,0.00016406892
Gm35986,0.00016406892
Gm35974,0.00016406892
Hoxa2,0.00016406892
Hoxaas2,0.00016406892
Gm29040,0.00016406892
Gm28998,0.00016406892
Gm29340,0.00016406892
Gm29017,0.00016406892
1500035N22Rik,0.00016406892
Gm49418,0.00016406892
Gm49416,0.00016406892
Usp9y,0.00016406892
Pifo,0.00016406892
4933429H19Rik,0.00016406892
Gm29417,0.00016406892
Gm29453,0.00016406892
4933416E03Rik,0.00016406892
4933413L06Rik,0.00016406892
Gm35552,0.00016406892
Hoxa4,0.00016406892
5730596B20Rik,0.00016406892
5730521K06Rik,0.00016406892
Gm14214,0.00016406892
Ltk,0.00016406892
5730435O14Rik,0.00016406892
1700018A04Rik,0.00016406892
Gm29264,0.00016406892
Gm29283,0.00016406892
Hpx,0.00016406892
Rnf39,0.00016406892
Gm36278,0.00016406892
Gm9796,0.00016406892
Gm36355,0.00016406892
Gm36372,0.00016406892
Ntn5,0.00016406892
Gm36913,0.00016406892
Nrn1l,0.00016406892
6430553K19Rik,0.00016406892
Upk3a,0.00016406892
Gm9922,0.00016406892
Gm9930,0.00016406892
Gm13919,0.00016406892
Zic4,0.00016406892
1110002E22Rik,0.00016406892
5730403I07Rik,0.00016406892
5530401A14Rik,0.00016406892
5430402P08Rik,0.00016406892
5430400D12Rik,0.00016406892
Usp44,0.00016406892
Ly6c2,0.00016406892
Gm44625,0.00016406892
Gm49441,0.00016406892
Gm49439,0.00016406892
Gm49431,0.00016406892
Gm36120,0.00016406892
Gnat3,0.00016406892
Gm14461,0.00016406892
Gm14547,0.00016406892
Gm14532,0.00016406892
Gm14496,0.00016406892
5930409G06Rik,0.00016406892
Gm14211,0.00016406892
Gm14233,0.00016406892
Rnu11,0.00016406892
1700009C05Rik,0.00016406892
Ropn1,0.00016406892
1700003E16Rik,0.00016406892
Gm49226,0.00016406892
Gm36200,0.00016406892
Gm35208,0.00016406892
Pgr15l,0.00016406892
Oit1,0.00016406892
Ofcc1,0.00016406892
Odf4,0.00016406892
Odf3b,0.00016406892
Gm29677,0.00016406892
Gm30124,0.00016406892
Vmn1r90,0.00016406892
Gm30091,0.00016406892
Gm35248,0.00016406892
mt-Tv,0.00016406892
Gm35326,0.00016406892
Gm15389,0.00016406892
Gm15401,0.00016406892
Oc90,0.00016406892
Gm28959,0.00016406892
Gm29296,0.00016406892
Gm29331,0.00016406892
Gm29336,0.00016406892
Oaz3,0.00016406892
Gm29564,0.00016406892
Gm35019,0.00016406892
Gm35333,0.00016406892
Plaat1,0.00016406892
Hmga1b,0.00016406892
Hm629797,0.00016406892
Gm49660,0.00016406892
4933408J17Rik,0.00016406892
Gm28411,0.00016406892
4933406J09Rik,0.00016406892
4933402J07Rik,0.00016406892
Gm28494,0.00016406892
4933400F21Rik,0.00016406892
Platr9,0.00016406892
Pglyrp2,0.00016406892
Gm49622,0.00016406892
Gm49620,0.00016406892
Vmn2r111,0.00016406892
Vmn2r25,0.00016406892
Platr28,0.00016406892
1700040D17Rik,0.00016406892
Vmn2r59,0.00016406892
1700030F04Rik,0.00016406892
Vmn2r71,0.00016406892
Vmn2r82,0.00016406892
Vmn2r87,0.00016406892
4933403O08Rik,0.00016406892
Gm28404,0.00016406892
Gm4952,0.00016406892
Gm49518,0.00016406892
Hormad1,0.00016406892
Gm15222,0.00016406892
Gm15262,0.00016406892
1700020A23Rik,0.00016406892
Zfp97,0.00016406892
Vinac1,0.00016406892
Vmn1r203,0.00016406892
Gm29797,0.00016406892
Pla2g4d,0.00016406892
Nxnl1,0.00016406892
Pla2g12b,0.00016406892
Gm7580,0.00016406892
Gm49493,0.00016406892
Gm49484,0.00016406892
Gm49503,0.00016406892
Gm49496,0.00016406892
Gm15419,0.00016406892
Gm15416,0.00016406892
Gpat2,0.00016406892
Gpc2,0.00016406892
1500032F14Rik,0.00016406892
0610010K14Rik,0.00016406892
Pla2g4f,0.00016406892
Nxph1,0.00016406892
Nxpe5,0.00016406892
Rho,0.00016406892
Rhox4a2,0.00016406892
Rhov,0.00016406892
1700026N04Rik,0.00016406892
1700028I16Rik,0.00016406892
Gm35460,0.00016406892
1700028K03Rik,0.00016406892
Rgs18,0.00016406892
1700028N14Rik,0.00016406892
Gm35554,0.00016406892
1700025N23Rik,0.00016406892
1700026D11Rik,0.00016406892
Gm15511,0.00016406892
Pla2g2c,0.00016406892
Gm15498,0.00016406892
Gm15486,0.00016406892
1700061H18Rik,0.00016406892
Gm15243,0.00016406892
Gm15287,0.00016406892
Gm14718,0.00016406892
Gm14705,0.00016406892
Gm35572,0.00016406892
Gm15478,0.00016406892
Gm50244,0.00016406892
Gm50277,0.00016406892
Gm5420,0.00016406892
Zcchc12,0.00016406892
4930429F24Rik,0.00016406892
Gm20605,0.00016406892
Gm20594,0.00016406892
Zc2hc1b,0.00016406892
Zbtb32,0.00016406892
Gm25930,0.00016406892
Gm26129,0.00016406892
Gm13780,0.00016406892
4930553P18Rik,0.00016406892
Gm50237,0.00016406892
1810013D15Rik,0.00016406892
Padi3,0.00016406892
Padi1,0.00016406892
Gm33340,0.00016406892
Gm33301,0.00016406892
Gm33474,0.00016406892
Gm20617,0.00016406892
Pck1,0.00016406892
H3c15,0.00016406892
H2bc9,0.00016406892
4930445E18Rik,0.00016406892
Pcdhga8,0.00016406892
Gm26604,0.00016406892
Gm5444,0.00016406892
4732414G09Rik,0.00016406892
Gm5447,0.00016406892
Grid2ip,0.00016406892
Prss48,0.00016406892
Prss47,0.00016406892
Grin1,0.00016406892
2010009K17Rik,0.00016406892
4921511I17Rik,0.00016406892
2010013B24Rik,0.00016406892
4921524L21Rik,0.00016406892
Gm26608,0.00016406892
1700126H18Rik,0.00016406892
Gm50218,0.00016406892
Gucy2f,0.00016406892
Gucy2e,0.00016406892
Gucy2d,0.00016406892
4930404I05Rik,0.00016406892
4930404A12Rik,0.00016406892
4930407G08Rik,0.00016406892
4833428L15Rik,0.00016406892
Grin3b,0.00016406892
Gm5493,0.00016406892
Gm20618,0.00016406892
P2ry13,0.00016406892
P2rx1,0.00016406892
Gm33843,0.00016406892
Gm50362,0.00016406892
Gm18280,0.00016406892
Pudp,0.00016406892
Ptx3,0.00016406892
Ptpru,0.00016406892
4930502E09Rik,0.00016406892
Gm26629,0.00016406892
Gm34086,0.00016406892
Gm34084,0.00016406892
Gm26638,0.00016406892
Gm34078,0.00016406892
Gm26645,0.00016406892
Ostn,0.00016406892
Osm,0.00016406892
Gm20443,0.00016406892
Gm19696,0.00016406892
Ptprcap,0.00016406892
Pcsk9,0.00016406892
Gm20052,0.00016406892
Gm20161,0.00016406892
Gm31983,0.00016406892
Pou5f1,0.00016406892
Gm20098,0.00016406892
Pp2d1,0.00016406892
Gm19590,0.00016406892
Gm19552,0.00016406892
Pou2af1,0.00016406892
Gm26612,0.00016406892
Pde4c,0.00016406892
Gm26187,0.00016406892
4930438A08Rik,0.00016406892
H2-T24,0.00016406892
Gm50285,0.00016406892
H2ac22,0.00016406892
H2ac21,0.00016406892
H2ac11,0.00016406892
H2bc22,0.00016406892
4930447N08Rik,0.00016406892
Gm31182,0.00016406892
4930452N14Rik,0.00016406892
4930452G13Rik,0.00016406892
4930452A19Rik,0.00016406892
Gm26665,0.00016406892
4930459C07Rik,0.00016406892
4930433N12Rik,0.00016406892
Gm31205,0.00016406892
4930432E11Rik,0.00016406892
Gm33940,0.00016406892
Pdcd1lg2,0.00016406892
Gm31592,0.00016406892
Gm20483,0.00016406892
Gm31518,0.00016406892
Gm20529,0.00016406892
4930479D17Rik,0.00016406892
4930448C13Rik,0.00016406892
Gm1979,0.00016406892
4930455G09Rik,0.00016406892
Gm23751,0.00016406892
2900057B20Rik,0.00016406892
3100003L05Rik,0.00016406892
Gm525,0.00016406892
Gm5149,0.00016406892
Gstm3,0.00016406892
Prmt8,0.00016406892
Prm2,0.00016406892
Prl8a2,0.00016406892
Gm24853,0.00016406892
Gm24878,0.00016406892
Prokr2,0.00016406892
Gm5441,0.00016406892
Proc,0.00016406892
Prn,0.00016406892
4632411P08Rik,0.00016406892
3632454L22Rik,0.00016406892
2900042K21Rik,0.00016406892
2900018N21Rik,0.00016406892
2810457G06Rik,0.00016406892
Zfhx2os,0.00016406892
Gm32531,0.00016406892
4833415N18Rik,0.00016406892
4833413E03Rik,0.00016406892
3110070M22Rik,0.00016406892
Gm32569,0.00016406892
Prok2,0.00016406892
Pcdhb8,0.00016406892
Prkag3,0.00016406892
Prima1,0.00016406892
Gm21969,0.00016406892
Gm32027,0.00016406892
Pax3,0.00016406892
Gm32357,0.00016406892
Gm23677,0.00016406892
Gm24145,0.00016406892
Gm24045,0.00016406892
