gene,logfoldchange,pval,pval_adj
AI838599,-1.1303344,1.8385532693020988e-05,5.792524799417863e-05
Runx2os1,-1.859195,1.8131745987048782e-05,5.714545315530335e-05
Dgat2,-0.978007,1.8037600719643944e-05,5.685530044428984e-05
C4b,-1.1824099,1.8036085817799706e-05,5.685530044428984e-05
Slamf8,-2.5123932,1.7615808806661057e-05,5.555786390762006e-05
B3gnt7,-2.5123932,1.6542237391898777e-05,5.2256474315748274e-05
Acpp,-1.711464,1.6456326681879417e-05,5.1997116930373076e-05
Mgat4a,-1.0415727,1.6395722823079482e-05,5.1811622712793876e-05
Ampd3,-1.0711011,1.6346934671906535e-05,5.166940927842835e-05
1700125H20Rik,-1.6002284,1.622094158109042e-05,5.1283044000522433e-05
Hoxa5,-1.8674464,1.6180746587716997e-05,5.11678160857583e-05
AC027740.1,-16.779612,1.5986239848795e-05,5.0582026491093964e-05
Gm35551,-16.779612,1.5986239848795e-05,5.0582026491093964e-05
Gm30192,-16.779612,1.5986239848795e-05,5.0582026491093964e-05
Gm38346,-16.779612,1.5986239848795e-05,5.0582026491093964e-05
1700001G01Rik,-16.779612,1.5986239848795e-05,5.0582026491093964e-05
BC050972,-16.779612,1.5986239848795e-05,5.0582026491093964e-05
Gm14487,-16.779612,1.5986239848795e-05,5.0582026491093964e-05
Siglecg,-16.779612,1.5986239848795e-05,5.0582026491093964e-05
Ceacam20,-1.6120687,1.6028029153251773e-05,5.070837543119735e-05
Cox7b,-0.22096848,1.6041949752882332e-05,5.0746536218624304e-05
Mvk,-0.66833925,1.5767439595436306e-05,4.995919731625826e-05
Ccdc30,-0.6618594,1.56584943510372e-05,4.963128294246211e-05
Msln,-1.6031976,1.5568066151721373e-05,4.9379055546055835e-05
Cytl1,-17.075085,1.5354048653414772e-05,4.873420023066537e-05
Gm9922,-2.5202591,1.5370290697459448e-05,4.878008217049114e-05
Otop1,-17.227097,1.4896436376554623e-05,4.731472805829117e-05
2810471M01Rik,-17.227097,1.4896436376554623e-05,4.731472805829117e-05
Napsa,-2.5280821,1.4740503360919315e-05,4.684669575872192e-05
Tnfrsf1a,-0.36215726,1.4658628189102364e-05,4.6608189757431216e-05
Fcor,-1.3276703,1.4639343717401653e-05,4.655771712477779e-05
Naa11,-1.2441233,1.4556524838535744e-05,4.6315906964985603e-05
F10,-2.5436027,1.442197545793274e-05,4.5909198545871235e-05
Btnl9,-1.7710379,1.417293488039127e-05,4.5148015522030434e-05
Fam181b,-1.3835272,1.4089581680921332e-05,4.4892968681782604e-05
Phf1,-0.662999,1.4047296975758268e-05,4.477391423407985e-05
Dnah10,-1.7251537,1.4011278823315427e-05,4.46695406017026e-05
Myo16,-1.6091176,1.399807303512458e-05,4.463265071563779e-05
Eno1,-0.3197912,1.3971106527639478e-05,4.45518712361762e-05
Kdm5d,-2.110668,1.3862247845391876e-05,4.4230565960352275e-05
Bcl2l1,-0.47511876,1.3815976538853745e-05,4.4093232897758485e-05
Pax5,-2.5358632,1.3697048864853977e-05,4.374435900773285e-05
C2cd6,-16.964046,1.348827500430338e-05,4.311794549145243e-05
Parp12,-0.4777365,1.3636240042934487e-05,4.3555248232597135e-05
Jaml,-2.110668,1.3523029602149637e-05,4.321386671670079e-05
Asic4,-1.7251537,1.3424632501397996e-05,4.2924551023031915e-05
Gpr68,-1.6150136,1.3343758962849539e-05,4.269095980345453e-05
Mgat3,-1.0682298,1.325113808318327e-05,4.2404573732437037e-05
Gm3235,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm45663,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm47695,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm11775,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Kcna1,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Pcdhgb7,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Sstr1,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Prkag2os1,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm15406,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gykl1,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Olfr206,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Odf1,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm47080,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Nptx1,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm26175,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm45184,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm9871,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm17206,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Gm16249,-16.568098,1.3066521395828976e-05,4.1848121251650264e-05
Kdr,-0.6730847,1.312594642210303e-05,4.203351104418004e-05
Gale,-0.9738439,1.301499560545896e-05,4.177620797270703e-05
Folr2,-1.2107062,1.2987576202573581e-05,4.1693097361418754e-05
Ttc38,-0.57234126,1.295912178982659e-05,4.161153736653363e-05
Gm10134,-1.0802944,1.2885267511075403e-05,4.138899515939902e-05
Got1l1,-17.490152,1.2669839571368594e-05,4.072576286991721e-05
Ndrg4,-1.029,1.2725506259053538e-05,4.0895067960327064e-05
Lypd6b,-1.8838091,1.2517150496432728e-05,4.024917677589245e-05
1700020G17Rik,-1.7319503,1.246601497593671e-05,4.009419329579456e-05
Ddx25,-1.887871,1.236924657625305e-05,3.980171352639211e-05
Dynll2,-0.19262455,1.2398356776316434e-05,3.988598268690557e-05
Pitx2,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gm47708,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Srms,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gm27252,-16.712494,1.192835468023356e-05,3.843283783743414e-05
4930428N03Rik,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Olfr57,-16.712494,1.192835468023356e-05,3.843283783743414e-05
1700112H15Rik,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gm49691,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gm38374,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gm40332,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Wnt3a,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gm37962,-16.712494,1.192835468023356e-05,3.843283783743414e-05
4930515L19Rik,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gm26626,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Mei1,-16.712494,1.192835468023356e-05,3.843283783743414e-05
1700052H01Rik,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gstp3,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Svs6,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gm42696,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Gm14569,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Scart2,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Acsm2,-16.712494,1.192835468023356e-05,3.843283783743414e-05
4933437G19Rik,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Lypd8l,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Duox2,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Klra8,-16.712494,1.192835468023356e-05,3.843283783743414e-05
Prkg2,-1.203568,1.1979219821127126e-05,3.859216976710725e-05
Clps,-16.90515,1.1766435968201048e-05,3.803231931334121e-05
Fpr1,-16.90515,1.1766435968201048e-05,3.803231931334121e-05
Gm26812,-16.90515,1.1766435968201048e-05,3.803231931334121e-05
Gm32764,-16.90515,1.1766435968201048e-05,3.803231931334121e-05
Arid3c,-16.90515,1.1766435968201048e-05,3.803231931334121e-05
Gm17089,-16.90515,1.1766435968201048e-05,3.803231931334121e-05
Mcu,-0.4452654,1.1635304304921112e-05,3.763519884341442e-05
Acadsb,-0.3117606,1.1530858661954944e-05,3.732389259601136e-05
Lmna,-0.3196222,1.123845048606292e-05,3.640329975334867e-05
Lgi4,-1.7319503,1.1182752094118989e-05,3.623147981793411e-05
Gm48510,-1.8919215,1.1160482989135807e-05,3.616791300324926e-05
Peak1,-0.3245322,1.1180014562573012e-05,3.6226909281026696e-05
AI413582,-0.5426626,1.0873300099996186e-05,3.526234857230026e-05
Hoxd9,-0.47791734,1.0817282269539224e-05,3.5097356839599454e-05
Adamts4,-1.3695738,1.0741698732593184e-05,3.4860406572684145e-05
Cnn2,-0.50070965,1.0637923415941974e-05,3.45400431710624e-05
2210408F21Rik,-0.66210896,1.062292636669887e-05,3.4495451782823406e-05
Kcnk18,-1.7420856,1.0430329381277102e-05,3.3910369504287775e-05
Ncf2,-1.0965954,1.0322270315065703e-05,3.356704935829429e-05
Tfap2c,-1.7420856,1.0115707660643824e-05,3.29102173658342e-05
Hspa1a,-0.911173,9.893532130212891e-06,3.221197752108025e-05
EPPK1,-1.461703,9.852359422570072e-06,3.2088628094289715e-05
Lrrn3,-1.6267338,9.763169994371835e-06,3.181332263472183e-05
Gm10685,-16.843746,9.57983683731289e-06,3.12420311955511e-05
4930546K05Rik,-16.843746,9.57983683731289e-06,3.12420311955511e-05
Gm11541,-16.843746,9.57983683731289e-06,3.12420311955511e-05
Tmprss6,-2.1210544,9.531633607634278e-06,3.110340532917876e-05
Gm42889,-2.5436027,9.49653038283098e-06,3.100367918718573e-05
Gm43775,-1.6267338,9.386059654464548e-06,3.066135280519808e-05
Pramel48,-1.5870513,9.380307501210298e-06,3.0646228994321495e-05
4930511M06Rik,-0.5195135,9.319850832357438e-06,3.046329310138335e-05
Alox15,-2.5891874,9.151805073894634e-06,2.993910063893424e-05
Def6,-1.2236458,9.070204459722127e-06,2.9682823008964786e-05
Cyp2b23,-17.36461,8.594442447619728e-06,2.817990418486387e-05
Proca1,-0.8016451,8.316664781816892e-06,2.728221777459409e-05
Gm43948,-2.5665748,8.272081199044416e-06,2.714248683782114e-05
Akap1,-0.38448358,8.265632815785644e-06,2.7124588073244645e-05
Il33,-1.5418195,8.20607052951063e-06,2.6942080768065024e-05
Fgf1,-1.5495386,8.077546431848719e-06,2.6532874185366408e-05
Grap,-1.1673906,7.868441173344752e-06,2.5874027382371645e-05
Gm6899,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gm50387,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gm19519,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Prr33,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gm10482,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gm42651,-16.642103,7.740696397809076e-06,2.547543801222049e-05
B830017H08Rik,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gm9752,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gsta5,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Srrm4os,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Pigz,-16.642103,7.740696397809076e-06,2.547543801222049e-05
4921534H16Rik,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Cnga4,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gm37790,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Ankar,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Pmch,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Rdh16f2,-16.642103,7.740696397809076e-06,2.547543801222049e-05
9630015K15Rik,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Nutf2-ps1,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gm33958,-16.642103,7.740696397809076e-06,2.547543801222049e-05
2210412B16Rik,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gm34418,-16.642103,7.740696397809076e-06,2.547543801222049e-05
A330049N07Rik,-16.642103,7.740696397809076e-06,2.547543801222049e-05
Gm10829,-2.5665748,7.739511228413238e-06,2.547543801222049e-05
Tcaf2,-0.75420743,7.677323625946638e-06,2.5349373196181044e-05
Gm34933,-2.1466987,7.579351465038459e-06,2.503799552933394e-05
Gse1,-0.82505786,7.483451247455491e-06,2.4739153579038296e-05
Gm525,-2.5741518,7.4335990988378284e-06,2.459182271757968e-05
Cfap45,-1.6441381,7.364906037030198e-06,2.437973199915561e-05
Rdh10,-0.63149637,7.286828567504996e-06,2.4135906875966143e-05
Gm14271,-16.964046,7.114595259573564e-06,2.3591182216679257e-05
Gm26574,-16.964046,7.114595259573564e-06,2.3591182216679257e-05
Sox1ot,-16.964046,7.114595259573564e-06,2.3591182216679257e-05
Gm31698,-16.964046,7.114595259573564e-06,2.3591182216679257e-05
Tnf,-16.964046,7.114595259573564e-06,2.3591182216679257e-05
Rhou,-0.42920867,7.21005552267306e-06,2.3887410015233896e-05
Gm45737,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Gm37256,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
U90926,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Rgs8,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Mapk8ip2,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
S100a2,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Gm30082,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Gipc3,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Trpc5os,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Gm44596,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Gm48762,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Gm37314,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Gm10791,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Gm49733,-16.779612,7.094624406508081e-06,2.3539255094287293e-05
Fam167b,-1.1518363,7.035356136394662e-06,2.3393780123247283e-05
Gm26725,-1.554662,6.957106900292322e-06,2.3147683365669177e-05
Fap,-1.1466863,6.683037189770745e-06,2.2262928793595736e-05
Agtr1a,-1.7588214,6.6372518845591005e-06,2.211850216088333e-05
Ttpa,-0.8673053,6.61447595419458e-06,2.204798400407455e-05
Prrt4,-0.8402281,6.570146565233175e-06,2.1905569870626617e-05
Igfbp2,-0.29330984,6.496805228628949e-06,2.167162775287186e-05
Slco2b1,-0.98402166,6.437934836401932e-06,2.1493633509205424e-05
Tbxas1,-1.314101,6.347385689237977e-06,2.1204291138292486e-05
Aunip,-0.67237884,6.327994000834052e-06,2.1142097430833592e-05
C430002N11Rik,-1.2285569,6.322264747520376e-06,2.1128126609736697e-05
Insig1,-0.59918004,6.188848116018615e-06,2.0702538607162e-05
Mep1a,-17.36461,5.815173321994559e-06,1.948596922071888e-05
Gm16043,-16.90515,5.741939028633247e-06,1.9254748378626077e-05
Gm14133,-16.90515,5.741939028633247e-06,1.9254748378626077e-05
Gm43192,-16.90515,5.741939028633247e-06,1.9254748378626077e-05
Gm36287,-16.90515,5.741939028633247e-06,1.9254748378626077e-05
Tuba4a,-0.7993331,5.789379927477692e-06,1.940430151729971e-05
Ndufa1,-0.2733049,5.75188134946544e-06,1.9283351729427174e-05
Vstm2b,-1.4848975,5.670089553429343e-06,1.9034852462471578e-05
Airn,-0.40142784,5.678219074747038e-06,1.9059800270201423e-05
Gm15458,-17.127554,5.5643203482291105e-06,1.868667139824101e-05
Zfp616,-1.8203694,5.452988690674072e-06,1.8321800421052693e-05
Tmem37,-0.8617549,5.251384702764227e-06,1.7663983804308452e-05
Gm43547,-17.075085,5.020314999767972e-06,1.691591514731148e-05
Gm48677,-1.9357438,5.088539312854443e-06,1.7135030246141743e-05
Trib3,-2.5816891,5.071221573032861e-06,1.7085296131965175e-05
Dtx4,-0.54121554,5.005522047180683e-06,1.68681521172765e-05
Taf9b,-0.87070954,4.995359623636973e-06,1.6838062198044482e-05
Erc2,-1.1416088,4.9624905097490945e-06,1.6733466516942018e-05
Mroh7,-1.772072,4.858174563918721e-06,1.639183639627692e-05
Sec14l3,-2.6040678,4.752152328619017e-06,1.6047991963918986e-05
Srebf2,-0.43176278,4.765127739743778e-06,1.608981977222661e-05
Gm14507,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
A530046M15Rik,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
A4gnt,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Spata31d1d,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm29542,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm47207,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Susd5,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm47328,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm19721,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
A930041C12Rik,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm15996,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Mup3,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Cckbr,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm29455,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm20597,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
4921507G05Rik,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
C230014O12Rik,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm47676,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
4930445N18Rik,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Myh3,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm16876,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm37110,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Mir682,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm42780,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm33732,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Cst7,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Rny3,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Gm35549,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Tdo2,-16.712494,4.590517339277353e-06,1.5519427304889746e-05
Pkia,-0.9012878,4.631447246132811e-06,1.5653924753796007e-05
Nfam1,-1.9357438,4.611057841657416e-06,1.558693973638386e-05
Gm50214,-2.1668913,4.587627301634128e-06,1.5519427304889746e-05
Mfap4,-0.7830722,4.575050305892909e-06,1.5519427304889746e-05
Ndufa4l2,-2.1618695,4.551652719232072e-06,1.5449250894230885e-05
Grxcr2,-2.5966468,4.53049535050234e-06,1.5381262690222006e-05
Gm31087,-17.64217,4.466121706565244e-06,1.517214395350888e-05
A430033K04Rik,-0.6640795,4.5347254619311136e-06,1.5393709969800472e-05
Mindy1,-0.35172418,4.47514479323748e-06,1.519901459009366e-05
5730419F03Rik,-1.2884563,4.417076894882402e-06,1.5013002671601421e-05
Ms4a6c,-0.9927383,4.378208402247806e-06,1.488645379907495e-05
3300005D01Rik,-17.020634,4.300581816326446e-06,1.4631624340331582e-05
Mmp8,-17.020634,4.300581816326446e-06,1.4631624340331582e-05
Gm2516,-17.020634,4.300581816326446e-06,1.4631624340331582e-05
Prickle2,-0.5892978,4.335619459477401e-06,1.4745318647497694e-05
Prkca,-0.54996705,4.324476069756281e-06,1.4711085239540961e-05
Evx1os,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Gm5431,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Gm32250,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Gm49448,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Gm44860,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Speer4f2,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Pla2g10,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Mgat5b,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Gm13748,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Olfr1340,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Gm14697,-16.843746,4.222743921840643e-06,1.4382931299652578e-05
Tmem176b,-0.2035821,4.29538904931301e-06,1.4619422489827115e-05
Plekhf1,-0.7080658,4.255447880431313e-06,1.448890054612996e-05
Anxa7,-0.29945672,4.199408203562456e-06,1.4326682766695706e-05
Pkdcc,-0.5151804,4.089963198566211e-06,1.3976003155250722e-05
Ostf1,-0.4166902,4.052790057246475e-06,1.38524445334252e-05
Gm13346,-2.6187968,3.960620172216331e-06,1.3549281112895938e-05
Rnf181,-0.29133794,3.9183341476173664e-06,1.3411342263055904e-05
Serpina3g,-0.6797495,3.8137893777423644e-06,1.306989975906863e-05
Gm14330,-17.407682,3.7113870214750127e-06,1.2728551670309292e-05
Med10,-0.26273406,3.6876956851004994e-06,1.2652067767064455e-05
Rundc3b,-1.0737494,3.668483229470001e-06,1.2590898505872963e-05
Hspa12b,-0.9421347,3.659437158107888e-06,1.256142981239875e-05
Nrxn2,-1.9474683,3.628293622148778e-06,1.2460792549123031e-05
Gm15507,-2.1868055,3.62481346581317e-06,1.2450406599207067e-05
Gm2897,-16.964046,3.4422937142827645e-06,1.1842861048520957e-05
Acsm4,-16.964046,3.4422937142827645e-06,1.1842861048520957e-05
D130058E05Rik,-16.964046,3.4422937142827645e-06,1.1842861048520957e-05
Gm12022,-16.964046,3.4422937142827645e-06,1.1842861048520957e-05
